Enllaç;Títol;Etiquetes;Data i hora;Preu;Repertori
https://www.palaumusica.cat/es/-inner-voice-de-carles-marigo_1391548;‘Inner Voice’ de Carles Marigó;#contemporánea;18/05/2025 18:00;22 €;"#contemporánea‘Inner Voice’ de Carles MarigóUn recital de piano inmersivo y emocionante con el apoyo de la inteligencia artificialFicha artísticaCarles Marigó, piano, idea originalAlex Tentor, electrónica y programación visuales ProgramaC. Marigó:Llavor (2024) Dumka (2024, estreno absoluto) Miratge (2024) Papallona (2018) Borrissol (2024) A. Tentor i C. Marigó: Ghost Drum (2025, estreno absoluto) DetallesInner Voice es una experiencia inmersiva que trasciende el concepto tradicional de concierto para convertirse en un viaje sensorial donde la música, la tecnología y la emoción se fusionan en un único paisaje poético. Lejos de ser un simple artificio tecnológico, la inteligencia artificial se convierte en un actor esencial en el escenario, integrándose de manera orgánica como un miembro más del equipo artístico. Su presencia no solo acompaña la música, sino que la expande hacia otras dimensiones sensoriales, generando en directo las proyecciones visuales que amplifican la expresividad sonora. Así, Inner Voice se articula como una simbiosis donde la tecnología se pone al servicio del arte para crear una experiencia que habla a los ojos, a los oídos y, sobre todo, al alma. Un espectáculo de Artificia en coproducción con el Mercat de Música Viva de Vic.
            Comprar entradas"
https://www.palaumusica.cat/es/schaghajegh-nosrati_1309104;Schaghajegh Nosrati;#piano;19/05/2025 20:00;18 y 25 €;#pianoSchaghajegh Nosrati—Shostakovich, Bach, Haydn y AlkanFicha artísticaSchaghajegh Nosrati, pianoProgramaD. SHOSTAKOVICH: Preludio y fuga en Si menor, op. 86 núm. 6J. S. Bach: Obertura en estilo francés, BWV 831J. Haydn: Sonata en Mi bemol mayor, Hob XVI:52C. V. Alkan: Sinfonía para piano soloDetallesBach, siempre presente en las actuaciones de Schaghajegh Nosrati en el Palau de la Música, dará inicio al programa de hoy precisamente con una Obertura. Aunque más allá de ser una reconocida intérprete de dicho compositor, la pianista alemana también es una versátil artista, condición que demostrará completando el programa con obras de Bartók, Haydn y del virtuosos pianista y compositor francés del siglo XIX Charles-Valentin Alkan.Oferta especialVisita libre + ConciertoEl Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista patrimonio mundial por la UNESCO (17 h) y de un concierto (18:30 h) para entender la magia de lo que no es solo un monumento, sino una sala viva.Precio Visita+Concierto desde 25 €. Inicio visita a las 18:30 h.Compra aquíComprar entradas
https://www.palaumusica.cat/es/rudolf-buchbinder_1309107;Rudolf Buchbinder;#piano,#grandesfiguras,#músicauniversal;20/05/2025 20:00;De 28 a 60 €;#piano#grandesfiguras#músicauniversalRudolf Buchbinder—‘Sonatas’ de BeethovenFicha artísticaRudolf Buchbinder, pianoProgramaL. van Beethoven: Sonata núm. 14, en Do sostenido menor, op. 27 núm. 2, “Claro de Luna”L. van Beethoven: Sonata núm. 8, en Do menor, op. 13, “Patética”L. van Beethoven: Sonata núm. 23, en Fa menor, op. 57, “Appassionata”DetallesRudolf Buchbinder propone como programa de este nuevo recital en el Palau de la Música un monográfico Beethoven a partir de tres de sus treinta y dos Sonatas, un corpus que el pianista austriaco ha interpretado de forma íntegra a modo de ciclo. En esta ocasión, las elegidas se encuentran entre las más célebres del catálogo del compositor de Bonn: la emblemática Claro de luna, la inefable Patética y la mítica Appassionata.Comprar entradas
https://www.palaumusica.cat/es/hania-rani_1341907;Hania Rani;#moderna;21/05/2025 20:30;de 33 a 48 €;#modernaHania RaniFicha artísticaHania RaniDetallesLa pianista, compositora y cantante Hania Rani debutará en el Palau de la Música Catalana el 21 de mayo, en el marco del festival Guitar Bcn 2025. La artista polaca llegará a Barcelona al frente de su actual formación, un colectivo especialmente ensamblado para dar vida a su aclamado álbum Ghosts (2023) con todo lujo de detalles en los arreglos. Una cita muy especial que Rani describe en sus propias palabras:“Al vivir en un mundo atomizado y observar cómo nuestra capacidad de atención se reduce al mínimo, veo en la actuación en vivo una rara oportunidad de reconectarnos con nuestra capacidad de experimentar cosas transmitidas con un gesto más grande y un tiempo extendido”.“Esta gira Ensemble es un intento de cumplir una idea que ha estado en mi cabeza durante mucho tiempo: tocar en vivo el álbum completo Ghosts con una banda especialmente ampliada, en algunos de mis lugares favoritos en Europa”.IMPORTANTE: Los menores de 16 años sólo podrán acceder al recinto acompañados de su padre, madre o tutor legal. Imprescindible presentar la Hoja de responsabilidad (ver documentos adjuntos) debidamente impresa y cumplimentada.Autorización menoresComprar entradas
https://www.palaumusica.cat/es/escolania-de-montserrat-orquestra-del-miracle-juan-de-la-rubia_1311543;Escolania de Montserrat, Orquestra del Miracle & Juan de la Rubia;#coral,#antigua,#patrimoniocatalán;22/05/2025 20:00;25 y 35 €;"#coral#antigua#patrimoniocatalánEscolania de Montserrat, Orquestra del Miracle & Juan de la Rubia—Milenario de MontserratFicha artísticaIrene Mas, sopranoFerran Mitjans, tenorFerran Albrich, barítonoEsbolania de Montserrat Capella de Música de Montserrat Orquestra del Miracle Juan de la Rubia, órgano y directorProgramaG. F. Händel: O praise the Lord with one consent, HWV 254A. Vivaldi: Concierto para violín, ógano y orquesta, en Re menor, RV 541J. S. Bach: Christ lag in Todesbanden, BWV 4DetallesLas celebraciones del Milenario de Montserrat prosiguen con un nuevo concierto en el Palau de la Música, en esta oportunidad a cargo de la Escolania y la Capella de Música montserratinas junto con la Orquestra del Miracle, fundada hace dos años en el santuario del Solsonès, sufragáneo de Montserrat. En programa, una obra representativa de cada uno de los tres compositores más importantes del Barroco: dos de ellos sajones –Händel y Bach– y el italiano Vivaldi.Con la colaboración de:
Comprar entradas"
https://www.palaumusica.cat/es/la-musica-de-morricone-zimmer-williams_1405893;La música de Morricone, Zimmer & Williams;#sinfónica,#cine;23/05/2025 20:00;de 36 a 68 €;#sinfónica#cineLa música de Morricone, Zimmer & WilliamsFicha artísticaRoyal Film Concert OrchestraFernando Furones, directorProgramaPiratas del CaribeE.T.Cinema ParadisoLa misiónInceptionPor un puñado de dólaresHarry PotterEl rey leónIndiana JonesParque JurásicoLa rocaGladiatorHookChi MaiThe ecstasy of goldKung Fu PandaEl bueno, el feo y el maloStar Wars: Marcha ImperialDetallesNo te pierdas el concierto homenaje a los tres genios del cine: Ennio Morricone, Hans Zimmer y John Williams. Disfruta de las bandas sonoras más conocidas de los grandes compositores de cine interpretadas por la Royal Film Concert Orchestra.Comprar entradas
https://www.palaumusica.cat/es/-sinfonia-heroica-de-beethoven_1309334;‘Sinfonía Heroica’ de Beethoven;#sinfónica,#músicauniversal,#modernismo;24/05/2025 18:30;de 20 a 90 €;"#sinfónica#músicauniversal#modernismo‘Sinfonía Heroica’ de Beethoven—Orquestra Simfònica del Vallès & PuigNotaEste concierto ofrece la experiencia Butaca 360: vivir la emoción de la música desde el escenario del Palau, !junto a los músicos de la orquesta!Ficha artísticaElisabet Franch, flautaMélanie Laurent, arpaOrquestra Simfònica del VallèsXavier Puig, directorProgramaW. A. Mozart: Concierto para flauta y arpa, KV 299M. Theodorakis: Suite Zorba para flauta y orquestaL. van Beethoven: Sinfonía núm. 3, en Mi bemoll mayor, op. 55, “Heroica”DetallesLa Tercera de Beethoven, la “Heroica”, fue toda una revolución musical. En una temporada donde el hilo conductor es el heroísmo y la música más humana, un semidios terrenal como Beethoven no podía faltar en la cita. Ya las primeras notas de la “Heroica” son la entrada a un universo musical nuevo, hasta el momento, nunca visto en vigor y energía.
La historia apunta a una partitura inicialmente dedicada a Napoleón que, sin embargo, fue reconducida a un canto de libertad para los pueblos. Una composición que es uno de los puentes del Clasicismo en el Romanticismo, uno de los gritos de personalidad artística más contundentes de todos los tiempos. La tarde de genios se completa con el Concierto para flauta, arpa y orquesta en Do mayor de Mozart, una obra de gran refinamiento con la participación de la flautista Elisabet Franh y Mélanie Laurent en el arpa. Mozart y Beethoven.Oferta especialVisita libre+ Concierto
El Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista declarada Patrimonio Mundial por la UNESCO y de un concierto para entender la magia de lo que no es solo un monumento, sino una sala viva.
Precio 50 €. Hay que elegir butaca en la categoría C (primer piso lateral filas 3 y 4, segundo piso entre las filas 2 y 11, palcos del segundo piso fila 1 y galerías del órgano) y seleccionar en el desplegable la tarifa ""Visita libre + concierto"". Inicio visita a las 17 h.
Compra aquíComprar entradas"
https://www.palaumusica.cat/es/candlelight-tributo-a-queen_1407154;Candlelight: Tributo a Queen;;24/05/2025 19:00;de 19 a 35 €;Candlelight: Tributo a QueenAvisoEspectáculo a partir de 8 años. Los menores de 16 años deben ir acompañados de un adulto.Ficha artísticaManfred Quartet ProgramaSomebody to Love Bohemian Rhapsody Crazy Little Thing Called Love Killer Queen Love of My Life Another One Bites the Dust I Want to Break Free We Are the Champions We Will Rock You Don't Stop Me Now Bicycle Race Who Wants to Live Forever Under Pressure Comprar entradas
https://www.palaumusica.cat/es/candlelight-tributo-a-coldplay-vs-imagine-dragons_1395446;Candlelight: Tributo a Coldplay vs Imagine Dragons;;24/05/2025 21:00;De 19 a 35 €;Candlelight: Tributo a Coldplay vs Imagine DragonsAvisoEspectáculo a partir de 8 años. Los menores de 16 años deben ir acompañados de un adulto.Ficha artísticaMusical Sensus, cuarteto de cuerdaProgramaClocks (Coldplay) Something Just Like This (Coldplay) Radioactive (Imagine Dragons) Adventure of a Lifetime (Coldplay) Fix You (Coldplay) Natural (Imagine Dragons) Next to Me (Imagine Dragons) The Scientist (Coldplay) Follow You (Imagine Dragons) Bad Liar (Imagine Dragons) Believer (Imagine Dragons) A Sky Full of Stars (Coldplay) Viva la Vida (Coldplay) Comprar entradas
https://www.palaumusica.cat/es/cor-jove-de-l-orfeo-catala-orquestra-universitat-de-valencia_1311546;Cor Jove de l’Orfeó Català & Orquestra Universitat de València;#coral,#músicauniversal;24/05/2025 22:00;30 y 45€;#coral#músicauniversalCor Jove de l’Orfeó Català & Orquestra Universitat de València—‘Requiem’ de MozartFicha artísticaIrene Mas, sopranoTànit Bono, contraltoMatthew Thomson, tenorGuillem Batllori, bajoCor Jove del Orfeó Català Orquestra Universitat de València Hilari García Gàzquez, directorProgramaW. A. Mozart: Requiem en Re menor, KV 626DetallesLa última obra que escribió –aunque no pudo finalizarla– Wolfgang Amadeus Mozart ha tenido una existencia rodeada de misterio y controversia. Más allá de la leyenda motivada por el misterio respecto al encargo recibido y la muerte del autor a mitad de partitura, la obra goza de un lugar en la historia por méritos propios: su altísimo nivel y los rasgos enérgicos que contiene transmiten la idea de un Dios próximo y bueno, nada distante ni catastrofista, sin necesidad de liturgias grandilocuentes. Esta es la partitura elegida para el concierto que reunirá al Cor Jove de l’Orfeó Català y la Orquestra Universitat de València.Comprar entradas
https://www.palaumusica.cat/es/hablemos-de-orquestra-simfonica-de-la-radio-sueca-orfeo-catala-harding_1334500;Hablemos de... Orquestra Simfònica de la Ràdio Sueca, Orfeó Català & Harding;#coral,#sinfónica,#grandesfiguras,#músicauniversal,#conciertosaccesibles;26/05/2025 19:00;Entrada gratuita | Aforo limitado;Hablemos de... Orquestra Simfònica de la Ràdio Sueca, Orfeó Català & Hardingcon Pere Andreu JariodFicha artísticaa cargo de Pere Andreu Jariod, divulgador musicalProgramaSesiones previas a los conciertos de Palau 100 para situar el contexto histórico de la obra, el compositor o las ideas claves de las piezas programadas.Programación relacionadaOrquesta Sinfónica de la Radio Sueca, Orfeó Català & Harding—‘Sinfonía Resurrección’ de Mahler#coral#sinfónica#grandesfiguras#músicauniversal#conciertosaccesibles+ info26 de mayo de 202520:00 hSala de Conciertos
https://www.palaumusica.cat/es/orquesta-sinfonica-de-la-radio-sueca-orfeo-catala-harding_1280590;Orquesta Sinfónica de la Radio Sueca, Orfeó Català & Harding;#coral,#sinfónica,#grandesfiguras,#músicauniversal,#conciertosaccesibles;26/05/2025 20:00;De 25 a 115 €;#coral#sinfónica#grandesfiguras#músicauniversal#conciertosaccesiblesOrquesta Sinfónica de la Radio Sueca, Orfeó Català & Harding—‘Sinfonía Resurrección’ de MahlerAvisoConcierto con subtitulación en catalán.Ficha artísticaOrfeó Català (Simon Halsey y Pablo Larraz, directores)Orquesta Sinfónica de la Radio SuecaDaniel Harding, directorProgramaG. Mahler: Sinfonía núm. 2, en Do menor, “Resurrección”DetallesDaniel Harding brinda la apreciada Sinfonía Resurrección de Mahler, una de las obras más elogiadas del compositor bohemio, repleta de inolvidables momentos. Elegida a menudo como fin de fiesta por directores y programadores, se trata de una partitura idónea por la energía contagiosa del su apoteósico final, sin renunciar en el camino para llegar a él, a los procesos previos de reflexión, introspección e incluso desesperación, tan propios del universo mahleriano.Programación relacionadaHablemos de... Orquestra Simfònica de la Ràdio Sueca, Orfeó Català & Hardingcon Pere Andreu Jariod+ info26 de mayo de 202519:00 hPetit PalauComprar entradas
https://www.palaumusica.cat/es/florian-stortz-aleksandra-myslek_1309162;Florian Störtz & Aleksandra Myslek;#lied,#jóvenestalentos;27/05/2025 19:30;15 €;"#lied#jóvenestalentosFlorian Störtz & Aleksandra Myslek—Viena ‘fin-de-siècle’AvisoAviso (22/10/2024): La Fundación Orfeó Català-Palau de la Música Catalana informa que, por motivos ajenos a la institución, el tenor Zhuohan Sun ha cancelado su participación en el concierto previsto del próximo 27 de mayo de 2025, junto con la pianista Sara Pavlovic, dentro del ciclo de Petit Palau Cambra. En su lugar actuará el barítono Florian Störtz acompañado por la pianista Aleksandra Myslek.
Las mismas entradas serán válidas.NotaEl divulgador Toni Colomer ofrecerá una presentación de 10 minutos antes del inicio de la sesión para explicar el contexto y programa del concierto.Ficha artísticaFlorian Störtz, barítonoAleksandra Myslek, pianoProgramaF. Schubert: Auflösung, D.807; Der Einsame, D.800R. Strauss: Vom künftigen Leben, op. 87/1H. Wolf: Das Ständchen, IHW 7/4; Sonne der Schlummerlosen, IHW 8/3E. W. Korngold: Mond, so gehst du wieder auf, op. 14/ 3M. Schweikert: Die EntschlafenenR. Strauss: Im Sonnenschein, op. 87/4J. Marx: Der Ton, IJM 21A. Mahler: Einsamer GangJ. Müller-Herrmann: Wie eine Vollmondnacht, op.20/4A. Webern: Heimgang in der Frühe, IAW 7/8F. Schubert: Fischers Liebesglück, D.933G. Mahler: Erinnerung, núm. 2, del Lieder und Gesänge aus der Jugendzeit, Vol.1; Ich atmet' einen linden Duft, núm. 2 o Ich bin der Welt abhanden gekommen, núm. 3 de Rückert LiederDetallesIn collaboration with the Franz Schubert Association of Barcelona and the National Music Broadcast CenterFranz Schubert, Richard Strauss, Hugo Wolf, Erich Wolfgang Korngold, Margarete Schweikert, Gustav y Alma Mahler, Joseph Marx, Johanna Müller-Herrmann y Anton Webern son los compositores que este concierto propone bajo el título Viena 'fin-de-siècle. El barítono Florian Störtz y la pianista Aleksandra Myslek se dejan llevar por la belleza de estas melodías y de su época para construir un programa coproducido por el Palau de la Música, la Asociación Franz Schubert de Barcelona y el Centro Nacional de Difusión Musical.Comprar entradas"
https://www.palaumusica.cat/es/arcadi-volodos_1309110;Arcadi Volodos;#piano,#grandesfiguras;28/05/2025 20:00;De 20 a 45 €;#piano#grandesfigurasArcadi Volodos—Schubert, Schumann y LisztFicha artísticaArcadi Volodos, pianoProgramaF. Schubert: Sonata en La menor, op. 42, D. 845R. Schumann: Danzas de la Liga de David, op. 6 (Danzas de la cofradía de David)F. Liszt-A. Volodos: Rapsodia húngara, núm. 13, en La menor, S. 244\/13DetallesDistinguido de forma especial por sus interpretaciones del repertorio de Liszt, así como por sus transcripciones, el pianista ruso Arcadi Volodos brinda en este programa su propia edición de la Rapsodia húngara núm. 13, obra que refleja con ritmos acentuados y pasajes ornamentales –casi improvisados– caracteres extremos y variables. Dicha obra será precedida por una Sonata de Schubert y la serie de pequeñas piezas Davidsbündlertänze de Schumann.Comprar entradas
https://www.palaumusica.cat/es/ismael-serrano_1380132;Ismael Serrano;#moderna;29/05/2025 20:00;De 32 a 65 €;"#modernaIsmael SerranoFicha artísticaIsmael Serrano SinfónicoDetallesIsmael Serrano llegará el 29 de mayo de 2025 al Palau de la Música Catalana con su nuevo y fascinante proyecto, en el marco del festival Guitar BCN. Tras haber publicado el álbum Ismael Serrano. Sinfónico, el cantautor vuelve a Barcelona acompañado por una orquesta sinfónica, para repasar las canciones de este disco junto a otras de su carrera.
Será toda una oportunidad para celebrar la poesía de sus temas en un formato espectacular, una experiencia musical con alguna sorpresa que, sin duda, se ha de convertir en un recuerdo para toda la vida.IMPORTANTE: Los menores de 16 años sólo podrán acceder al recinto acompañados de su padre, madre o tutor legal. Imprescindible presentar la Hoja de responsabilidad (ver documentos adjuntos) debidamente impresa y cumplimentada.Autorización menoresComprar entradas"
https://www.palaumusica.cat/es/ana-belen_1394534;Ana Belén;#moderna;30/05/2025 20:30;De 38 a 80 €;"#modernaAna Belén‘Más D Ana’DetallesHan pasado ya seis años desde Vida, el último tour oficial de Ana Belén. Y eso, para una artista que lleva casi toda su vida encima de los escenarios, es demasiado tiempo. La artista anuncia MÁS D ANA una gira para 2025 donde repasará los grandes éxitos de su repertorio y algún tema nuevo de su inminente próximo álbum, acompañada de una banda de músicos de lujo, dirigida por David San José.
19 ciudades componen hasta la fecha la gira de presentación, que llegará al Palau de la Música Catalana el 30 de mayo, dentro de la programación del festival Guitar Bcn.IMPORTANTE: Los menores de 16 años sólo podrán acceder al recinto acompañados de su padre, madre o tutor legal. Imprescindible presentar la Hoja de responsabilidad (ver documentos adjuntos) debidamente impresa y cumplimentada.Autorización menoresComprar entradas"
https://www.palaumusica.cat/es/zarzuela-grandes-exitos-_1436638;Zarzuela “Grandes Éxitos”;;31/05/2025 18:00;24 €;Zarzuela “Grandes Éxitos”Roberto Laborda y la Zarzuela de GràciaFicha artísticaCristina Escolá, sopranoJoan Garcia Gomá, barítonoFrancesca Sánchez, tiple cómicaAmics de la Sarsuela de GràciaCamerata Metropolitana de BarcelonaIsaac Rodríguez, maestro repetidorRoberto Laborda, directorDetallesLa Camerata Metropolitana de Barcelona y Els Amics de la Sarsuela de Gràcia presentan los grandes éxitos de la zarzuela en una emocionante gala lírica. Tres grandes artistas y coro nos deleitarán con fragmentos antológicos del repertorio de zarzuela. Haremos un viaje por la historia del genero escuchando preludios, romanzas, dúos y concertantes de enorme belleza.Comprar entradas
https://www.palaumusica.cat/es/madama-butterfly-de-g-puccini_1081847;Madama Butterfly, de G. Puccini;#ópera;31/05/2025 19:00;De 20 a 85 euros;"#óperaMadama Butterfly, de G. PucciniÓpera escenificada en dos actosNotaÓpera subtitulada en catalán, castellano, inglés y en lengua original.Ficha artísticaOrquestra NovAria FilharmoniaCor NovAriaBallet NovAriaAdolf Gassol, dirección musicalMarta Finestres, dirección coroSergi Giménez, dirección artísticaSarah Zhai, dirección internacional 
Reparto:Sarah Zhai Strauss, Carolina Fajardo, Katerina Estrada Tretyakova, Chantal Garsán, Núria Vilà, Madama Butterfly Vicenç Esteve, Sergi Giménez, Andrés Sanchez, Facundo Muñoz, F. B. PinkertonAlberto Cazes, Antonio Torres, Sharpless Cristina Segura, Sophie Burns, Olha Shvydka, Suzuki José Cabrero, Jordi Casanova, GoroAlex Chelet, Rodrigo Aguilar, Imperial CommissarioChristian Vallester, Lluís Vergés, Zio Bonzo Carlos Lezcano, Roger Vicens, Uffiziale registro Anastasia Apreutesii, Alexia Vázquez, Kate PinkertonRodrigo Aguilar, Víctor Alonso, Zio Yakuside Carme Gutiérrez, Jessica Diaz, Zia Eva Ribas, Juhee Nam, Cugina Pamela Guidi, Marta Finestres, Mamma Nil Calvo, Hijo Madama Butterfly 
 ProgramaG. Puccini: Madama ButterflyDetallesMadama Butterfly de Giacomo Puccini es una de las óperas más aclamadas y frecuentemente representadas a nivel internacional. Pocas óperas del repertorio habitual emocionan y conmueven al público como esta obra maestra de principios del siglo XX (1904). Basada en el drama teatral de David Belasco, su maravillosa orquestación e inspiración melódica, verista y a la vez exótica y extremadamente pasional, han hecho de ella una de las historias más trágicas y al mismo tiempo más penetrantes y emotivas de todos los tiempos.
Versión escenificada de dos horas con un entreacto de 15 minutos. Orquesta sinfónica integrada en el espectáculo, cantantes solistas, coro, ballet, vestuario de época, iluminación y montaje técnico único, aprovechando las características tan especiales de la Sala de Conciertos del Palau de la Música Catalana. ¡Más de 60 artistas en escena!Comprar entradas"
https://www.palaumusica.cat/es/cor-infantil-de-l-orfeo-catala-maria-guinand_1311549;Cor Infantil de l’Orfeó Català & Maria Guinand;#coral,#enfamilia;01/06/2025 12:00;15 €;"#coral#enfamiliaCor Infantil de l’Orfeó Català & Maria Guinand—‘La ronda que nunca se acaba’Ficha artísticaCor Infantil del Orfeó Català (Glòria Coma i Pedrals, directora)Cor Juvenil Palau Vincles Cor Infantil Els Matiners EMMVA Sant CugatMiguel Galián i Leo Aldrey, percusiónMaria Guinand, directora invitadaProgramaCor Infantil del Orfeó CatalàA. Grau: Opereta Ecológica (Acto del viento, Acto del mar, Acto del río, Acto del árbol)A. Grau: Pat pa’ cá
Cor Infantil del Orfeó Català, Cor Juvenil Palau Vincles y Coros del SCICA. Grau: “Si San Pedro se muriera” y “Ponte el gorro peruchito” de Cinco canciones de El San PedroJoan del Riu; Sant Joan, Sant Marti (canciones populares catalanas)A. Grau: La cucarachaA. Grau: Brujas y hadas; La ronda que nunca se acaba (del ciclo de obras basadas en poemas de Jesús Rosas Marano)
 DetallesLa ronda que nunca se acaba es el título de una canción del compositor venezolano de origen catalán Alberto Grau sobre poesía de Jesús Rosas Marano y también el de este programa que aúna otras piezas suyas y que dirigirá su esposa, la prestigiosa directora coral Maria Guinand. Así, melodías, ritmos y coordinación serán los protagonistas de este concierto del Cor Infantil de l’Orfeó Català, el Cor Juvenil Palau Vincles y los coros del SCIC.Comprar entradas"
https://www.palaumusica.cat/es/romain-garioud-daniel-blanch_1309166;Romain Garioud & Daniel Blanch;#cámara,#patrimoniocatalán;02/06/2025 19:30;15 €;#cámara#patrimoniocatalánRomain Garioud & Daniel Blanch—Schubert y GarretaFicha artísticaRomain Garioud, violoncheloDaniel Blanch, pianoProgramaF. Schubert: Sonata en La menor, D. 821, “Arpeggione”J. Garreta: Sonata para violonchelo y piano, en Fa mayorDetallesRomain Garioud y Daniel Blanch clausuran el ciclo Petit Palau Cambra con un programa que conecta dos monumentales sonatas del repertorio para sus instrumentos: la famosísima Arpeggione de Schubert y la Sonata injustamente desconocida de Garreta, que estos dos artistas rescataron del olvido unos años atrás con la grabación de la integral para violonchelo y piano del compositor ampurdanés.Comprar entradas
https://www.palaumusica.cat/es/palau-vincles-fest_1315851;Palau Vincles ‘Fest’;#coral,#enfamilia,#estrenos;03/06/2025 17:30;;#coral#enfamilia#estrenosPalau Vincles ‘Fest’—Estreno de las obras premiadas en el Concurso de ComposiciónNotaConcierto por invitaciónFicha artísticaCoros Infantil y Juvenil de Palau VinclesCoros de centros educativos y entidades sociales de Palau VinclesCoros invitados de Palau VinclesDirectores y directoras de Palau VinclesDirectores y directoras de los coros invitadosProgramaEstreno de las obras premiadas en el IV Concurso de Composición de la Canción del Verano de Palau VinclesDetallesUn año más Palau Vincles Fest es el concierto de fin de curso de los coros del proyecto social del Palau, donde se estrenarán las canciones ganadoras del concurso de composición coral Canción del Verano de Palau Vincles, que ya ha llegado a su quinta edición. Centenares de niños y jóvenes actuarán en el escenario modernista en representación de los diferentes centros de Palau Vincles y otros que han sido invitados, en una cita abierta a las familias de los cantores para disfrutar de la música y que representa una demostración de las oportunidades que el canto coral brinda como herramienta de transformación social.
https://www.palaumusica.cat/es/kenneth-weiss_1305537;Kenneth Weiss;#antigua,#músicauniversal;05/06/2025 19:30;de 18 a 25 €;#antigua#músicauniversalKenneth Weiss—‘El arte de la fuga’Ficha artísticaKenneth Weiss, claveProgramaJ. S. BACH: El arte de la fuga, BWV 1080DetallesEl arte de la fuga es considerada una de las obras maestras de la historia de la música, así como la composición más teórica de Bach, quien la concibió como compendio de la técnica del contrapunto. Publicada de forma inacabada el año posterior a su muerte, existen diferentes versiones que no han dejado de llamar la atención de los grandes intérpretes, como el clavecinista americano Kenneth Weiss, que la ha convertido en una de sus especialidades.Comprar entradas
https://www.palaumusica.cat/es/grandes-coros-de-morricone-zimmer-williams_1408116;Grandes coros de Morricone, Zimmer & Williams;#cine,#coral;06/06/2025 20:00;de 36 a 68 €;#cine#coralGrandes coros de Morricone, Zimmer & WilliamsFicha artísticaSociedad Coral Excelentia Royal Film Concert Orchestra Fernando Furones, director ProgramaLa misión El rey león El señor de los anillos 1492: La conquista del paraíso Piratas del Caribe Avatar Star Wars: Duel of the fates El Rey Arturo Inception Pearl Harbor Il mercenario Vangelis: Titans Salvar al soldado Ryan El bueno, el feo y el malo Injection (Mission: Impossible) Dry your tears, Afrika (Amistad) The ecstasy of gold Star Wars: Battle of the héroes DetallesDisfruta de las bandas sonoras más famosas de John Williams, Ennio Morricone y Hans Zimmer para coro y orquesta sinfónica. Un gran coro interpretará, junto a la orquesta sinfónica, las melodías más famosas de los tres genios del cine y otros compositores. Comprar entradas
https://www.palaumusica.cat/es/-hollywood-la-epoca-dorada-de-korngold-a-williams_1309278;‘Hollywood, la época dorada. De Korngold a Williams’;#sinfónica,#cine,#enfamilia,#modernismo;07/06/2025 18:30;de 20 a 68 €;"#sinfónica#cine#enfamilia#modernismo‘Hollywood, la época dorada. De Korngold a Williams’—Orquestra Simfònica del Vallès & SaladoFicha artísticaSoyoung Yoon, violínOrquestra Simfònica del VallèsAndrés Salado, directorProgramaE. W. Korngold: Concierto para violínBandas sonoras de Kings Row, Casablanca,Lo que el viento se llevó, Ciudadano Kane,Star Wars, etc.Detalles¿Quién es Erich Wolfgang Korngold? Un prodigio, un genio, alguien sin cuya música no podría acabar de entenderse la época dorada del cine estadounidense. Alabado por Mahler, Strauss o Zemlinsky, pasó de los ballets, óperas y música para concierto de la Viena imperial a participar de la efervescente industria cinematográfica al otro lado del Atlántico de los años 30 a los 50. En el Palau, celebraremos su melódico y exquisito Concierto para violín con Soyoung Yoon al instrumento y repasaremos algunas de las principales partituras de aquel deslumbrante Hollywood que se proyecta hasta John Williams. Casablanca, Lo que el viento se llevó, Ciudadano Kane, Star Wars y muchas más para convertir la sala modernista en una fábrica de sueños hechos de celuloide.Oferta especialVisita libre+ Concierto
El Palau es un templo de la música y la arquitectura. Disfruta de una visita libre para conocer la historia y construcción de la única sala de conciertos modernista declarada Patrimonio Mundial por la UNESCO y de un concierto para entender la magia de lo que no es solo un monumento, sino una sala viva.
Precio 50 €. Hay que elegir butaca en la categoría C (primer piso lateral filas 3 y 4, segundo piso entre las filas 2 y 11, palcos del segundo piso fila 1 y galerías del órgano) y seleccionar en el desplegable la tarifa ""Visita libre + concierto"". Inicio visita a las 17 h.
Compra aquíComprar entradas"
https://www.palaumusica.cat/es/orquestra-simfonica-de-l-esmuc-martinez-izquierdo_1309074;Orquestra Simfònica de l’ESMUC & Martínez Izquierdo;#sinfónica,#contemporánea;10/06/2025 20:00;20 €;#sinfónica#contemporáneaOrquestra Simfònica de l’ESMUC & Martínez Izquierdo—Berio, Zimmermann y SaariahoFicha artísticaOrquestra Simfònica de l’ESMUCErnest Martínez Izquierdo, directorProgramaL. Berio: SinfoníaB. A. Zimmermann: Still und UmkehrK. Saariaho: VistaDetallesLa Orquestra Simfònica de l’ESMUC, dirigida por Ernest Martínez Izquierdo, ofrece en este concierto un programa con obras de autores en los que el titular de la formación es un verdadero especialista. Más o menos contemporáneos, Berio, Zimmermann y Saariaho representan al mismo tiempo estéticas diferentes y muy personales del siglo XX –a menudo al margen de doctrinas imperantes en su tiempo–, y en especial atractivas para un colectivo de músicos en formación como el que interpretará estas obras.Comprar entradas
